train_count,track_utilization,block_duration,time,train_priority,previous_delay,congestion,expected_delay
9,20.8,1,0,1,0.0,LOW,18.61
14,49.6,1,20,1,8.7,MEDIUM,49.82
16,53.7,2,19,1,5.2,MEDIUM,57.16
8,32.1,1,5,2,3.3,LOW,27.24
22,77.8,1,21,2,19.9,HIGH,74.74
19,64.3,4,17,3,30.7,MEDIUM,85.09
6,22.0,3,7,1,21.3,LOW,36.35
11,39.3,2,6,1,5.5,LOW,43.21
4,16.0,1,0,1,9.7,LOW,21.06
12,38.5,2,20,1,1.5,LOW,40.83
4,15.0,1,15,2,24.1,LOW,35.21
18,59.9,5,11,2,2.7,MEDIUM,77.37
8,24.5,3,5,2,1.7,LOW,40.27
17,57.4,5,19,1,0.5,MEDIUM,74.24
11,44.0,3,1,1,6.4,LOW,46.95
8,35.9,2,13,3,23.7,LOW,48.33
10,38.3,3,3,1,1.2,LOW,46.41
6,25.3,3,0,1,1.0,LOW,27.57
5,16.4,2,22,3,2.5,LOW,22.59
21,69.1,1,17,2,8.8,MEDIUM,63.55
3,15.0,2,12,2,6.3,LOW,24.19
3,16.0,1,1,1,0.8,LOW,9.46
16,60.2,3,8,1,4.7,MEDIUM,64.7
14,46.7,3,20,1,0.6,LOW,54.42
7,24.3,5,1,2,15.3,LOW,56.58
13,55.8,2,8,1,0.9,MEDIUM,50.36
11,22.8,3,0,2,5.1,LOW,38.96
18,67.1,1,10,2,5.7,MEDIUM,57.28
12,38.8,2,2,2,6.0,LOW,45.0
24,79.6,4,19,1,7.5,HIGH,90.81
7,22.1,3,22,1,9.7,LOW,37.91
14,36.5,3,3,2,0.0,LOW,49.87
12,39.5,1,17,2,0.3,LOW,47.52
12,48.5,3,22,2,7.6,LOW,54.39
3,15.0,4,5,1,1.6,LOW,31.58
13,43.3,1,2,2,14.3,LOW,42.68
15,45.7,3,21,2,7.9,MEDIUM,70.39
25,85.1,2,10,1,31.5,HIGH,83.84
12,25.4,1,14,2,10.4,LOW,35.98
13,39.4,3,21,2,0.8,LOW,46.9
11,39.7,1,4,1,1.5,LOW,40.87
17,49.8,1,19,1,0.4,MEDIUM,49.2
17,50.4,3,9,2,10.8,MEDIUM,72.14
21,68.6,3,11,1,1.1,MEDIUM,71.0
14,50.6,1,14,2,8.7,MEDIUM,48.65
4,19.7,4,16,2,6.5,LOW,37.82
14,47.6,1,9,3,8.0,MEDIUM,42.31
11,35.5,5,5,2,5.7,LOW,61.94
17,60.2,3,17,1,0.1,MEDIUM,61.94
11,36.1,2,12,1,2.3,LOW,39.05
10,38.4,1,2,2,17.3,LOW,42.5
8,36.1,2,23,1,21.2,LOW,39.92
23,77.3,1,9,2,0.8,HIGH,70.68
12,34.0,2,13,2,24.4,LOW,46.57
7,23.5,2,5,1,8.9,LOW,32.89
10,46.1,1,2,1,20.5,LOW,39.25
14,49.5,3,15,2,4.1,MEDIUM,54.02
6,15.0,1,6,3,0.9,LOW,25.87
14,47.8,2,19,1,2.9,MEDIUM,53.52
8,26.8,1,13,3,9.4,LOW,29.01
21,66.4,3,8,2,12.7,MEDIUM,68.95
3,17.8,2,14,3,0.4,LOW,26.23
20,71.7,3,20,1,5.3,MEDIUM,80.58
3,17.2,1,2,1,0.5,LOW,22.8
6,15.0,1,1,2,15.9,LOW,28.46
5,18.7,1,1,3,5.2,LOW,31.72
9,31.1,1,2,1,19.7,LOW,42.18
14,41.7,1,17,2,0.7,LOW,42.14
11,40.0,2,13,3,3.2,LOW,45.79
14,41.8,2,19,1,9.0,LOW,43.46
25,75.4,3,17,2,2.8,HIGH,79.12
14,52.0,2,9,3,14.7,MEDIUM,59.86
3,15.0,2,1,1,34.6,LOW,38.31
23,68.4,5,21,1,2.6,HIGH,82.71
3,18.8,2,0,2,3.6,LOW,24.27
8,27.6,2,3,1,27.4,LOW,48.28
10,29.2,5,13,1,3.5,LOW,43.05
9,20.8,5,0,3,6.5,LOW,49.44
3,15.0,2,13,2,11.7,LOW,31.21
10,24.2,2,15,2,4.6,LOW,35.4
17,68.1,2,21,2,3.7,MEDIUM,64.83
11,49.4,3,13,1,5.5,LOW,52.28
23,85.6,4,19,1,12.1,HIGH,90.41
12,30.8,2,2,1,3.0,LOW,43.78
4,16.8,3,2,1,3.5,LOW,29.95
18,75.2,3,8,2,1.7,MEDIUM,66.88
8,22.4,1,5,2,9.7,LOW,26.99
14,47.1,3,12,1,18.4,MEDIUM,54.77
13,55.0,2,20,1,1.6,MEDIUM,53.9
9,32.7,1,1,1,0.3,LOW,29.66
5,21.0,5,7,2,3.8,LOW,49.84
23,74.1,2,20,1,4.2,HIGH,76.05
10,25.2,2,1,1,8.3,LOW,32.74
9,33.5,3,3,2,0.7,LOW,45.19
7,20.8,5,14,1,13.8,LOW,48.5
5,15.0,4,3,1,6.8,LOW,32.65
3,15.0,2,12,2,6.3,LOW,32.8
21,76.4,2,11,1,3.0,HIGH,66.99
5,19.9,1,12,2,3.6,LOW,27.65
11,48.9,2,13,1,0.5,LOW,48.59
18,68.1,4,19,1,11.2,MEDIUM,69.57
12,41.7,3,17,1,7.4,LOW,54.27
6,21.0,1,5,3,30.0,LOW,37.05
19,71.0,1,10,2,3.5,MEDIUM,60.45
8,28.1,4,1,3,8.8,LOW,51.68
4,21.1,3,22,2,20.2,LOW,37.55
22,75.9,2,18,2,9.9,HIGH,77.67
24,85.6,2,18,1,0.3,HIGH,77.45
13,53.2,1,4,1,8.0,MEDIUM,44.26
12,31.5,3,18,1,6.3,LOW,53.78
10,42.5,2,1,1,5.5,LOW,38.58
19,73.4,3,9,1,6.4,MEDIUM,68.2
14,46.2,2,1,1,4.9,LOW,45.25
22,75.5,2,10,1,9.4,HIGH,72.09
21,69.6,1,17,1,0.1,MEDIUM,58.81
14,44.3,4,23,1,1.7,LOW,54.36
9,38.3,4,14,2,3.6,LOW,45.99
24,73.2,3,8,3,4.8,HIGH,86.68
4,15.0,4,22,1,1.1,LOW,32.68
21,63.7,3,18,1,13.7,MEDIUM,81.56
12,37.8,1,8,1,21.2,LOW,53.55
12,34.2,3,2,3,11.1,LOW,57.71
22,75.5,2,20,1,21.1,HIGH,75.36
18,64.5,2,8,2,10.9,MEDIUM,65.87
7,31.0,1,13,1,4.7,LOW,26.56
17,57.8,2,18,1,4.0,MEDIUM,59.91
5,28.9,3,6,1,1.5,LOW,34.52
8,24.7,1,15,1,0.7,LOW,24.06
3,15.0,1,15,3,2.0,LOW,30.49
12,49.2,3,0,1,6.1,LOW,47.38
13,42.3,3,3,2,1.2,LOW,39.65
11,41.0,2,3,2,24.2,LOW,48.34
8,15.0,1,6,2,2.0,LOW,27.25
11,44.3,2,7,1,14.3,LOW,43.97
5,15.0,3,16,1,13.7,LOW,37.16
12,50.2,3,4,1,1.2,LOW,47.56
5,16.9,1,6,1,9.9,LOW,22.29
17,63.7,5,19,2,13.9,MEDIUM,78.65
17,54.3,1,19,1,17.3,MEDIUM,61.63
9,49.7,1,3,2,24.6,LOW,41.09
6,21.6,2,5,1,21.3,LOW,32.96
13,58.4,2,6,3,3.0,MEDIUM,57.76
19,64.7,5,17,1,2.5,MEDIUM,76.36
13,42.3,1,4,1,4.1,LOW,28.9
14,51.7,2,19,3,5.0,MEDIUM,61.78
3,17.6,2,2,1,2.1,LOW,28.98
3,15.8,2,6,3,0.7,LOW,21.32
20,71.4,1,21,1,8.6,MEDIUM,62.28
13,44.6,1,13,1,1.5,LOW,45.99
13,49.4,1,6,2,19.7,MEDIUM,54.98
8,29.8,2,4,3,2.7,LOW,45.09
14,46.8,3,21,1,1.8,MEDIUM,53.57
5,16.1,3,4,3,1.7,LOW,34.02
14,56.3,2,22,2,2.7,MEDIUM,55.13
8,19.4,2,1,2,7.6,LOW,36.25
25,90.3,4,20,1,30.6,HIGH,104.61
15,55.7,2,21,1,5.3,MEDIUM,54.46
10,47.5,1,5,3,7.3,LOW,45.46
9,15.0,2,14,3,14.8,LOW,39.71
13,35.0,3,20,1,3.3,LOW,48.36
14,42.3,2,9,1,1.6,LOW,50.26
9,26.8,1,22,1,4.5,LOW,26.03
3,15.9,1,23,2,3.1,LOW,14.04
9,22.6,3,6,1,16.1,LOW,37.17
8,25.5,1,4,1,30.5,LOW,41.29
5,15.0,2,0,1,9.3,LOW,27.69
5,15.3,1,12,2,8.5,LOW,21.65
20,76.4,1,20,1,10.0,HIGH,64.94
18,64.7,1,17,1,5.0,MEDIUM,59.12
13,40.5,1,12,2,7.9,LOW,43.84
17,49.5,1,20,2,0.6,MEDIUM,54.61
23,81.4,3,20,1,5.4,HIGH,80.02
24,77.7,2,17,1,3.2,HIGH,70.27
8,25.6,3,4,2,0.4,LOW,41.16
13,42.7,1,12,2,6.3,LOW,37.28
12,47.5,4,3,2,3.6,LOW,57.15
8,25.1,5,16,3,7.1,LOW,51.31
13,41.7,1,2,2,5.8,LOW,34.36
9,25.1,5,16,2,2.6,LOW,44.33
24,77.1,1,10,1,6.2,HIGH,60.87
20,73.5,3,20,1,3.8,HIGH,73.45
19,64.6,1,19,1,20.3,MEDIUM,70.03
9,29.4,2,22,1,3.8,LOW,39.42
20,60.1,2,20,2,0.3,MEDIUM,66.99
13,38.0,2,3,1,11.5,LOW,44.89
7,27.0,3,1,2,26.5,LOW,43.45
13,42.9,2,19,1,1.5,LOW,49.94
9,29.3,2,15,1,28.8,LOW,48.73
20,70.1,5,17,3,7.7,MEDIUM,87.78
7,27.7,4,7,1,15.0,LOW,50.69
8,31.4,5,2,1,5.1,LOW,46.5
13,42.5,4,8,1,7.8,LOW,64.84
12,40.1,1,19,3,14.7,LOW,50.82
13,47.4,2,5,1,32.5,LOW,60.02
24,68.2,1,9,2,1.6,HIGH,72.39
22,75.8,5,20,1,18.3,HIGH,87.9
25,89.3,1,9,2,8.8,HIGH,74.85
9,26.4,2,12,1,23.5,LOW,40.11
12,33.1,1,16,2,3.1,LOW,41.4
23,86.8,1,8,2,2.2,HIGH,74.65
6,15.7,1,16,2,3.6,LOW,23.35
6,20.1,2,23,2,17.3,LOW,39.36
14,49.5,1,8,2,4.9,MEDIUM,48.26
19,59.1,2,8,2,24.2,MEDIUM,70.31
5,15.0,3,0,1,2.2,LOW,32.03
12,42.5,3,1,2,2.0,LOW,51.28
8,18.9,1,15,1,9.1,LOW,24.01
13,48.2,4,0,1,2.8,LOW,54.07
25,84.1,3,9,1,1.1,HIGH,78.73
16,67.3,1,17,1,3.8,MEDIUM,46.18
12,41.7,3,7,1,2.5,LOW,43.99
17,53.5,3,20,2,4.3,MEDIUM,66.15
19,69.3,2,10,1,1.7,MEDIUM,59.87
10,40.5,1,22,1,25.2,LOW,39.4
11,29.3,2,1,2,12.9,LOW,44.16
6,23.0,3,7,1,14.7,LOW,38.79
14,49.7,1,21,2,2.8,MEDIUM,50.03
12,46.6,3,7,2,15.5,LOW,55.84
9,24.4,2,16,3,7.1,LOW,43.37
9,34.9,2,14,2,0.5,LOW,39.91
7,26.3,2,16,1,1.3,LOW,33.07
7,22.4,2,22,1,4.7,LOW,34.88
3,26.2,4,23,1,4.0,LOW,39.45
5,15.0,3,12,3,12.7,LOW,37.46
25,83.5,2,18,1,16.6,HIGH,76.38
9,25.2,2,4,1,16.0,LOW,41.63
25,87.0,3,11,1,3.8,HIGH,86.91
14,57.8,3,0,2,8.1,MEDIUM,55.17
6,29.0,3,22,1,5.5,LOW,39.17
9,15.0,2,4,3,17.6,LOW,50.02
11,46.9,5,7,1,17.6,LOW,62.45
8,24.2,3,12,1,0.4,LOW,30.2
11,33.2,1,7,1,6.8,LOW,39.93
8,28.1,2,22,2,5.6,LOW,38.83
20,66.3,2,10,3,11.8,MEDIUM,74.52
11,35.4,3,0,1,1.7,LOW,45.92
8,22.8,1,12,1,9.5,LOW,27.9
12,42.7,2,18,2,10.7,LOW,59.85
5,24.3,2,23,1,0.2,LOW,25.64
7,24.7,1,2,1,4.5,LOW,18.13
13,43.6,2,23,1,30.9,LOW,53.98
7,27.5,3,16,1,2.9,LOW,28.27
12,48.4,2,4,1,17.3,LOW,49.29
20,68.8,2,19,1,7.1,MEDIUM,75.22
19,63.6,2,20,1,2.8,MEDIUM,57.33
13,48.0,2,7,2,14.5,LOW,49.91
9,26.5,2,13,1,37.4,LOW,43.06
4,15.0,1,3,2,10.8,LOW,24.33
17,61.5,1,10,1,0.5,MEDIUM,53.28
19,62.1,3,19,2,0.4,MEDIUM,60.75
9,27.4,2,14,1,5.4,LOW,37.51
19,53.2,3,18,2,0.0,MEDIUM,65.53
14,43.1,2,6,1,9.0,LOW,46.27
13,42.1,1,18,3,0.1,LOW,43.52
17,66.4,3,18,1,28.9,MEDIUM,77.0
19,75.1,1,10,1,17.0,HIGH,72.17
11,36.3,4,4,3,13.5,LOW,62.45
12,44.1,1,4,2,13.4,LOW,47.37
15,44.1,2,21,1,14.4,LOW,51.92
6,21.1,1,7,3,4.6,LOW,38.62
13,41.7,4,9,1,12.6,LOW,61.33
11,27.9,5,5,1,3.7,LOW,55.01
3,17.0,1,14,3,15.1,LOW,29.06
12,42.0,1,15,1,7.7,LOW,38.72
13,48.4,1,16,3,3.5,LOW,48.22
4,15.0,3,7,1,10.9,LOW,36.7
11,23.5,2,7,2,2.2,LOW,31.79
24,73.0,2,8,2,26.7,HIGH,79.19
6,25.9,1,1,3,8.7,LOW,31.4
9,29.1,3,14,2,4.1,LOW,44.51
24,85.3,2,17,1,6.4,HIGH,75.86
3,15.0,3,2,2,10.7,LOW,29.94
11,38.0,3,16,1,12.8,LOW,51.74
10,34.0,1,3,2,29.5,LOW,52.23
5,15.0,2,3,3,1.9,LOW,29.68
12,42.4,2,13,1,5.6,LOW,44.48
14,56.9,2,8,2,0.8,MEDIUM,48.88
25,82.0,1,8,1,0.7,HIGH,67.17
9,20.6,3,22,1,0.9,LOW,39.04
15,55.3,5,17,1,2.4,MEDIUM,70.27
15,42.8,5,9,2,9.5,LOW,69.83
22,68.9,3,20,1,15.8,HIGH,77.28
9,29.0,2,3,2,4.6,LOW,40.95
16,58.2,2,11,1,6.5,MEDIUM,56.92
7,26.7,1,7,2,1.8,LOW,25.45
10,32.1,2,1,1,12.5,LOW,42.0
16,46.5,1,21,2,17.5,MEDIUM,57.84
12,56.9,1,12,1,5.3,MEDIUM,44.38
24,82.7,4,20,2,1.4,HIGH,83.9
5,21.9,5,15,1,0.0,LOW,42.5
8,30.1,4,1,2,6.2,LOW,42.42
19,73.6,1,10,1,5.5,MEDIUM,60.78
19,58.2,4,9,2,20.8,MEDIUM,87.77
14,49.8,1,14,1,0.3,MEDIUM,30.67
14,45.7,2,16,2,1.3,LOW,48.7
14,41.1,2,7,1,1.8,LOW,41.92
23,86.0,2,17,1,6.3,HIGH,74.12
14,41.9,5,22,1,2.7,LOW,58.12
24,84.5,2,8,1,1.8,HIGH,73.54
6,30.5,2,7,1,5.8,LOW,33.23
10,44.0,1,13,3,0.3,LOW,32.5
19,59.1,4,17,3,29.6,MEDIUM,91.29
13,50.0,2,21,2,15.8,MEDIUM,65.37
19,68.1,3,19,1,2.5,MEDIUM,67.09
23,71.1,3,19,1,3.3,HIGH,72.57
19,53.5,3,20,2,2.3,MEDIUM,66.76
25,85.0,2,11,1,21.1,HIGH,84.67
14,54.9,1,18,3,8.5,MEDIUM,52.78
9,48.1,2,13,1,5.9,LOW,41.81
8,23.6,5,16,3,5.7,LOW,61.6
14,48.7,3,23,1,1.5,MEDIUM,56.78
20,61.8,1,20,2,26.3,MEDIUM,75.09
4,23.1,1,2,1,19.7,LOW,31.52
6,22.3,2,22,3,24.4,LOW,48.08
3,15.0,3,6,1,2.8,LOW,27.4
4,15.0,2,16,2,5.2,LOW,21.75
17,52.8,3,11,2,5.9,MEDIUM,70.08
12,46.3,4,8,1,5.4,LOW,53.67
12,47.0,2,14,1,0.2,LOW,38.8
24,89.3,1,17,1,14.3,HIGH,77.01
20,74.4,4,20,1,11.0,HIGH,76.51
5,15.0,2,12,1,5.2,LOW,33.84
24,80.4,2,20,1,2.5,HIGH,71.13
12,43.4,2,7,1,8.1,LOW,38.8
12,37.0,2,13,2,1.2,LOW,43.26
7,16.9,3,7,2,47.3,LOW,53.38
10,32.3,2,13,1,1.1,LOW,33.64
11,38.3,2,6,3,0.5,LOW,45.53
4,33.7,3,22,3,7.6,LOW,43.78
18,69.0,1,11,2,5.0,MEDIUM,62.56
15,46.7,1,10,1,10.2,MEDIUM,50.23
18,56.8,3,21,1,1.1,MEDIUM,58.0
21,65.0,4,21,2,3.6,MEDIUM,80.86
16,58.9,1,10,2,5.6,MEDIUM,55.87
22,72.5,1,21,1,4.7,HIGH,64.44
12,40.0,3,12,2,7.0,LOW,47.98
16,51.5,2,17,1,0.9,MEDIUM,55.07
3,24.0,2,1,1,5.6,LOW,23.0
13,52.0,1,20,2,6.5,MEDIUM,51.02
11,31.4,1,14,2,17.0,LOW,34.2
13,37.3,3,19,1,6.8,LOW,60.82
21,78.6,2,17,2,6.3,HIGH,73.41
6,15.0,4,14,3,13.4,LOW,45.63
23,86.1,2,18,2,0.5,HIGH,73.11
4,18.0,2,22,2,8.4,LOW,34.71
8,21.7,4,23,1,13.4,LOW,41.99
14,51.5,1,11,1,0.8,MEDIUM,43.69
11,39.8,2,12,1,13.4,LOW,39.26
18,51.7,1,21,2,12.4,MEDIUM,60.39
23,78.2,2,10,2,0.0,HIGH,74.82
13,42.1,1,4,1,2.3,LOW,38.05
9,32.8,1,0,1,1.3,LOW,30.78
9,29.6,4,23,1,5.7,LOW,49.99
7,26.1,2,2,1,19.6,LOW,37.37
23,74.5,4,21,3,7.4,HIGH,84.75
18,60.5,2,18,2,7.4,MEDIUM,61.06
7,15.9,2,22,1,1.0,LOW,24.14
5,15.0,1,6,2,8.8,LOW,29.96
14,45.1,2,11,2,17.5,LOW,63.06
4,15.0,2,14,2,4.5,LOW,17.18
7,24.2,1,4,1,9.2,LOW,28.63
14,57.3,3,14,1,2.8,MEDIUM,54.55
4,15.0,1,7,1,2.5,LOW,15.36
16,61.4,2,9,2,1.6,MEDIUM,57.79
6,22.1,2,15,2,2.2,LOW,26.63
12,29.0,5,7,2,3.4,LOW,51.96
14,62.4,1,0,1,6.7,MEDIUM,42.97
23,72.7,2,11,1,12.1,HIGH,80.43
4,15.0,2,4,1,2.7,LOW,20.79
13,46.5,1,2,3,1.5,LOW,42.4
3,15.0,2,0,1,4.8,LOW,19.4
4,18.5,1,3,1,12.5,LOW,15.7
6,27.8,1,7,3,3.9,LOW,29.46
3,15.0,1,2,2,19.6,LOW,31.02
16,53.1,3,9,2,2.3,MEDIUM,64.74
3,15.0,1,1,1,11.4,LOW,18.68
12,36.7,2,10,2,5.0,LOW,51.82
14,48.3,1,9,1,0.9,MEDIUM,43.72
24,87.6,1,20,2,2.6,HIGH,66.71
6,15.0,1,13,1,15.6,LOW,18.4
11,36.5,2,6,1,0.0,LOW,36.28
5,15.0,1,1,2,11.3,LOW,35.68
24,85.4,1,8,2,13.3,HIGH,71.62
8,30.4,3,15,2,1.0,LOW,36.92
14,53.5,2,12,1,26.2,MEDIUM,60.69
15,43.5,1,8,1,16.5,LOW,48.57
15,53.1,2,19,2,1.6,MEDIUM,56.75
5,16.5,1,3,2,2.2,LOW,18.86
16,44.4,2,21,3,13.7,MEDIUM,57.85
24,72.5,2,9,2,6.3,HIGH,70.59
18,58.5,1,21,1,20.5,MEDIUM,62.3
25,85.0,1,11,3,31.0,HIGH,95.84
10,41.3,2,16,1,3.4,LOW,37.64
8,25.4,3,13,1,0.8,LOW,39.56
14,49.8,1,13,1,9.7,MEDIUM,40.25
10,34.5,1,1,1,20.5,LOW,39.25
18,55.6,2,20,2,1.4,MEDIUM,55.62
16,51.5,2,19,2,33.8,MEDIUM,70.76
23,78.4,1,10,2,1.7,HIGH,66.1
5,15.0,1,15,1,0.7,LOW,23.59
20,71.5,1,18,1,5.5,MEDIUM,60.12
8,35.9,1,22,1,13.1,LOW,33.12
13,53.8,2,5,2,3.5,MEDIUM,53.02
6,24.5,1,23,1,3.2,LOW,26.21
19,66.6,3,18,2,1.8,MEDIUM,73.04
4,15.0,5,4,1,34.2,LOW,47.55
5,15.0,2,3,1,3.3,LOW,30.36
5,15.0,2,14,2,8.8,LOW,36.32
8,24.3,3,3,2,1.1,LOW,42.61
21,76.0,2,19,1,4.8,HIGH,71.29
24,83.2,3,9,2,12.7,HIGH,87.76
13,46.4,2,23,3,28.1,LOW,66.57
18,64.0,2,21,3,1.6,MEDIUM,65.78
6,15.9,1,2,2,0.8,LOW,27.33
11,36.0,2,4,2,35.1,LOW,58.69
9,31.9,2,5,1,6.5,LOW,37.86
22,81.5,1,20,2,3.4,HIGH,72.4
19,63.8,2,21,1,25.8,MEDIUM,72.85
6,19.0,2,7,3,4.0,LOW,37.21
13,35.9,2,6,1,2.1,LOW,44.2
17,52.9,4,20,1,13.0,MEDIUM,70.88
21,72.8,1,9,2,3.0,HIGH,66.77
11,36.4,1,5,1,3.1,LOW,27.14
11,28.6,4,13,1,4.7,LOW,50.55
4,15.0,4,3,2,9.4,LOW,29.52
6,15.0,2,12,2,14.7,LOW,39.9
15,49.3,1,19,2,2.1,MEDIUM,44.58
14,53.4,2,16,1,3.6,MEDIUM,46.03
3,15.0,1,22,2,5.5,LOW,25.83
14,41.8,4,6,1,0.2,LOW,55.27
4,15.0,3,3,1,9.6,LOW,29.42
10,36.9,1,13,2,6.7,LOW,34.95
8,29.2,4,2,2,1.1,LOW,48.32
3,15.0,2,23,1,1.1,LOW,18.09
9,16.8,5,4,2,18.0,LOW,57.11
13,46.0,5,15,1,9.2,LOW,59.46
9,28.6,1,22,1,3.9,LOW,31.07
23,88.6,1,19,1,3.3,HIGH,70.41
13,42.1,2,3,3,3.0,LOW,46.77
10,33.9,5,23,2,8.5,LOW,53.82
13,42.9,5,23,2,1.6,LOW,58.39
14,50.2,2,1,2,35.0,MEDIUM,58.01
15,53.4,1,17,2,9.3,MEDIUM,48.92
23,71.5,1,18,1,1.1,HIGH,67.2
17,49.8,3,18,1,1.2,MEDIUM,62.12
13,50.8,2,16,1,8.4,MEDIUM,44.29
10,31.2,2,13,2,3.9,LOW,44.51
23,81.5,2,18,3,8.6,HIGH,82.37
24,79.5,3,21,1,10.3,HIGH,83.22
7,15.0,4,23,1,6.2,LOW,44.13
8,35.6,2,12,1,2.4,LOW,37.58
25,89.7,1,11,2,6.4,HIGH,78.35
12,44.1,3,5,1,4.4,LOW,47.2
21,65.7,4,20,1,17.7,MEDIUM,82.44
12,45.1,2,3,2,10.8,LOW,41.21
16,56.0,1,18,2,7.7,MEDIUM,57.07
13,39.9,1,15,1,0.3,LOW,38.11
4,15.0,1,12,1,37.0,LOW,33.52
7,23.4,1,3,2,6.7,LOW,20.83
11,33.9,2,22,1,2.4,LOW,29.18
5,18.9,1,16,3,7.2,LOW,19.37
8,32.4,2,22,2,13.6,LOW,34.89
6,17.6,1,0,1,6.2,LOW,24.02
18,60.6,1,17,1,12.0,MEDIUM,58.88
13,43.5,2,19,1,4.3,LOW,49.56
12,45.8,2,16,1,7.1,LOW,42.5
3,15.0,1,14,3,4.4,LOW,19.96
23,84.4,3,10,2,6.0,HIGH,79.66
14,43.7,1,21,1,1.5,LOW,43.84
10,33.9,2,12,1,7.3,LOW,41.19
7,27.3,2,0,1,30.9,LOW,46.28
4,17.8,4,16,1,11.6,LOW,38.86
3,15.0,2,5,2,3.1,LOW,17.69
3,15.0,2,3,1,16.0,LOW,27.33
15,46.1,2,19,3,18.1,MEDIUM,65.66
6,15.0,2,15,1,1.6,LOW,22.57
8,25.3,3,14,2,0.4,LOW,46.37
13,42.3,1,14,3,6.8,LOW,42.25
9,28.1,3,5,1,5.2,LOW,38.49
3,15.0,1,14,1,10.0,LOW,18.96
12,44.2,5,13,1,2.8,LOW,52.01
25,89.1,2,10,1,3.8,HIGH,69.72
5,16.6,4,6,3,2.5,LOW,38.97
18,56.3,2,8,3,2.8,MEDIUM,52.51
6,16.9,1,15,3,0.1,LOW,26.74
8,27.0,1,4,2,5.7,LOW,29.07
20,73.1,4,19,1,5.1,HIGH,74.4
24,73.6,2,9,3,3.5,HIGH,79.03
13,40.9,2,17,3,6.2,LOW,52.45
4,15.0,1,2,1,4.0,LOW,15.18
13,48.7,5,12,1,4.5,LOW,53.3
14,39.7,1,10,2,0.0,LOW,39.8
11,33.0,1,16,1,0.5,LOW,35.27
18,47.3,4,21,1,1.3,MEDIUM,63.81
11,45.3,4,12,3,1.6,LOW,55.18
8,20.6,1,5,3,4.8,LOW,29.72
11,40.4,4,16,1,16.6,LOW,58.37
7,32.4,1,12,1,4.2,LOW,23.62
23,86.6,1,18,2,7.9,HIGH,68.74
23,67.4,3,20,2,0.2,HIGH,68.88
21,77.5,3,18,1,15.4,HIGH,79.62
20,72.9,1,9,2,1.0,HIGH,65.25
6,26.2,1,2,3,2.7,LOW,31.43
11,24.2,1,13,3,13.6,LOW,44.76
24,78.0,3,18,1,2.5,HIGH,77.81
3,15.0,5,4,1,2.4,LOW,39.64
8,24.3,1,4,3,7.4,LOW,37.19
16,59.2,3,19,1,18.7,MEDIUM,64.77
5,28.7,1,16,2,1.9,LOW,29.83
17,62.9,3,20,1,7.8,MEDIUM,68.09
14,50.0,1,9,1,7.3,MEDIUM,52.43
11,34.3,2,4,1,8.6,LOW,43.51
11,34.1,1,3,1,23.5,LOW,35.65
9,33.1,4,5,3,1.5,LOW,53.19
11,36.7,1,3,1,8.5,LOW,36.83
13,47.6,2,6,3,1.6,LOW,47.01
8,26.4,3,6,3,3.0,LOW,44.78
23,87.0,2,17,1,4.0,HIGH,75.95
12,46.8,1,2,2,14.4,LOW,50.62
4,15.0,2,0,1,0.4,LOW,29.44
7,28.4,3,23,2,10.6,LOW,44.45
13,45.7,2,3,2,19.5,LOW,55.56
8,22.9,1,5,1,0.7,LOW,27.79
20,80.4,2,8,1,12.5,HIGH,69.35
20,69.8,5,21,2,0.9,MEDIUM,86.23
13,46.3,1,13,3,26.3,LOW,52.15
18,65.9,2,11,1,13.5,MEDIUM,65.07
15,54.4,2,19,2,9.5,MEDIUM,57.78
7,29.7,1,23,1,6.4,LOW,24.54
8,19.9,2,3,2,20.3,LOW,44.98
19,73.0,4,20,1,1.0,MEDIUM,74.06
10,36.4,1,23,2,1.0,LOW,35.62
22,76.3,3,11,1,13.8,HIGH,81.24
25,80.5,3,9,2,5.3,HIGH,79.29
25,79.6,1,21,2,14.9,HIGH,72.07
10,28.4,1,6,2,4.0,LOW,40.3
4,15.0,4,2,2,4.8,LOW,34.64
13,44.6,3,22,2,3.2,LOW,52.6
9,22.5,1,13,3,24.1,LOW,41.75
6,31.0,1,23,2,5.0,LOW,28.3
25,88.0,2,9,3,11.3,HIGH,88.11
8,20.9,2,15,2,9.5,LOW,32.74
7,29.7,2,15,2,2.1,LOW,32.14
23,75.1,5,21,1,19.6,HIGH,98.5
25,80.4,2,9,2,6.3,HIGH,78.64
7,31.6,4,12,1,15.5,LOW,53.08
6,16.5,3,5,3,14.3,LOW,45.33
14,47.9,1,11,2,0.5,MEDIUM,50.83
23,83.7,3,8,3,7.7,HIGH,86.59
5,24.1,2,12,1,12.4,LOW,42.79
9,32.1,1,3,1,19.0,LOW,33.86
10,23.6,1,23,3,5.6,LOW,29.25
17,51.4,2,10,1,11.1,MEDIUM,56.74
22,83.5,2,19,1,28.0,HIGH,81.14
20,73.2,5,17,3,14.1,HIGH,102.09
16,58.3,4,10,2,15.4,MEDIUM,78.43
12,36.5,1,20,1,4.2,LOW,45.79
13,38.2,3,3,3,0.8,LOW,42.95
22,66.3,1,17,1,27.1,MEDIUM,70.9
8,24.0,1,0,3,9.5,LOW,37.36
6,22.7,1,6,1,1.5,LOW,23.12
14,56.3,2,5,2,29.1,MEDIUM,55.5
